33.707024,28.329706,31.105034,12.352343,2.475923,2.878978,43.134566,118.90669,15.82141,63.420453,111.992867,16.782287,62.698964,118.98096,18.897728,0.000000
34.662597,28.66924,30.965065,12.104036,2.469703,2.621369,43.838804,118.03669,15.726872,64.720822,110.400636,16.605947,62.980747,117.931718,18.2156,0.000000
35.246708,28.863552,29.609161,11.99287,2.315709,2.591218,43.188928,118.677082,15.759329,63.139389,111.931098,16.713617,61.451053,119.455562,18.084626,0.000000
34.782873,28.713155,29.317575,11.583314,2.645294,2.936787,43.700271,118.1824,15.94154,63.970037,111.109392,16.980127,60.734481,120.06829,18.641477,0.000000
33.952258,28.505324,32.179275,11.278058,2.2992,3.276788,45.398058,116.752165,16.013119,68.609887,106.307302,17.196392,65.021801,115.625001,17.523141,0.000000
34.280947,28.438643,31.481472,11.733303,2.199475,3.343658,45.06371,116.988145,15.972712,68.667872,105.978541,16.886589,63.826885,116.674258,16.660513,0.000000
34.999318,28.600746,30.912612,11.533774,2.474029,3.370876,45.033828,117.045285,15.952276,68.599101,106.040247,16.91229,64.609303,115.672508,16.770433,0.000000
33.971347,28.277755,32.272099,11.705954,2.336677,3.532968,44.898035,117.285874,15.986112,68.996561,105.763388,17.298244,65.436554,115.523298,17.417783,0.000000
29.199465,31.996291,21.735459,13.682002,7.239934,9.100159,40.590467,133.095844,40.499431,65.369956,117.665589,64.650142,68.089866,114.061745,62.679475,0.000000
29.461808,31.976146,20.872947,13.085408,7.252315,8.841875,41.603988,131.865032,38.960687,67.626614,115.259829,65.058004,69.753575,112.274886,63.905386,0.000000
29.201382,32.15574,21.385969,13.208832,7.738194,8.931846,40.788344,132.811861,40.190714,66.232967,116.685614,64.705008,69.221541,112.941547,65.355241,0.000000
36.786343,36.977328,18.446319,15.500109,5.417012,9.146133,56.415227,114.204423,39.411119,82.908626,98.677934,63.794688,93.309081,86.62515,64.456277,0.000000
36.058241,35.730961,19.878867,14.907022,5.661877,8.799187,55.708037,115.071012,38.419766,82.005025,99.600556,62.589056,91.65264,87.851541,59.368187,0.000000
35.753941,35.767389,18.822699,15.334072,5.99208,8.934436,57.602697,113.431456,39.131382,85.085612,96.675037,65.063425,94.816118,84.902996,63.585701,0.000000
36.078544,36.556576,18.61037,15.475437,5.820698,9.074801,56.742191,114.134013,38.809041,84.019842,97.775209,63.15991,91.895203,88.05042,62.315394,0.000000
34.322733,28.946312,7.724927,13.146829,6.073213,6.943557,36.047687,136.978031,27.960798,51.580549,129.490613,41.219348,51.486656,128.616319,35.895768,0.000000
34.651012,30.262584,5.618024,13.231496,5.464701,6.431752,34.899341,138.092477,25.314225,46.681727,134.370272,37.108449,46.973398,132.806739,33.960191,0.000000
34.970977,29.684756,10.915693,12.870643,6.489296,8.144437,36.509594,136.694413,30.009954,51.824661,129.319492,42.23398,53.410653,126.247217,35.560095,0.000000
36.423569,29.605398,12.019009,13.150964,5.728039,7.167147,37.061112,135.375361,27.108519,52.512584,128.344476,40.410001,52.528005,126.950368,34.710877,0.000000
13.927211,25.314293,9.425111,21.775069,39.914354,24.667372,20.20977,54.159788,34.119561,13.604996,53.53078,28.885284,19.184296,28.165678,19.266077,1.000000
14.558653,24.391128,7.893202,21.869642,41.200397,24.892187,19.82856,55.432407,33.730967,13.271767,55.332817,29.192512,20.047013,30.562223,19.802011,1.000000
