45.366835,10.861195,15.024818,73.225201,108.147428,75.599243,109.03485,74.805997,145.015223,105.331681,84.168109,109.949691,79.870481,107.034776,59.895459,0.000000
46.616546,11.859493,17.16944,61.469139,122.91041,71.936331,87.43863,97.438361,143.040087,87.499904,102.894932,106.605518,58.498177,130.392895,53.658007,0.000000
41.462166,17.387932,13.123953,36.580069,135.243522,131.081904,41.738772,138.717864,160.935715,46.591942,143.187364,120.637289,40.46925,156.22538,54.107743,0.000000
42.560022,17.181506,12.8467,37.496594,134.174445,126.818613,45.430025,135.511577,157.756212,50.277895,140.096759,114.438288,42.337383,155.667841,53.106222,0.000000
41.667711,12.85863,9.015199,26.998309,145.864447,70.754781,38.662169,139.551033,115.704211,51.56032,134.390865,105.608744,45.088291,143.985072,62.266831,0.000000
41.894527,17.549486,15.604115,33.27167,143.560801,24.138941,42.028626,140.949542,129.424352,49.446982,141.754387,87.034752,32.406119,161.84759,46.357606,0.000000
40.601956,15.153009,15.562127,33.173799,144.335823,26.534174,41.90597,141.24184,134.207553,46.225839,145.255579,89.767745,30.98788,164.968249,45.077906,0.000000
35.266499,15.333184,12.606911,34.780937,144.701483,7.128684,33.385783,148.774744,20.579317,31.423785,158.932543,27.746685,22.755089,163.714867,19.766683,0.000000
30.436119,15.609676,4.35823,32.504106,148.229739,8.15714,31.092727,151.100141,20.292394,29.907828,160.891008,26.740568,25.085037,159.174305,20.748207,0.000000
31.299567,16.783222,4.41908,32.232656,147.564497,8.261585,30.936724,150.845527,20.521199,29.859585,160.822971,26.781374,25.637488,159.887555,21.138463,0.000000
50.335947,16.241367,7.406231,35.900481,133.043374,17.749019,50.011028,126.653106,52.614493,57.840729,128.780941,55.816647,87.572722,100.331232,54.090123,0.000000
41.827726,15.558408,5.86315,35.217553,135.116121,12.575498,46.288515,130.053075,48.922749,57.657396,128.799126,58.35845,82.695249,105.589982,54.469946,0.000000
42.509168,14.972757,7.333944,37.009504,131.94459,14.674168,52.274356,124.517799,49.735159,60.875463,126.147378,56.652684,83.136735,104.464146,51.82744,0.000000
42.803999,13.823676,7.246149,38.033524,130.706716,17.165989,56.341243,121.738626,55.802296,62.831205,125.013429,57.46541,86.720761,102.15727,54.842155,0.000000
51.399631,17.040033,13.257433,49.161858,118.464325,18.775931,67.217212,109.318127,68.932434,72.894804,114.457016,66.156704,89.944478,97.294288,60.688805,0.000000
49.904478,21.367932,9.647773,41.879417,125.442419,17.374359,57.167239,119.652906,57.842747,63.304241,123.785805,62.705431,78.866657,109.537045,50.3746,0.000000
53.546844,22.734251,12.162151,35.639024,146.812701,7.018193,34.930184,146.159373,60.580989,41.94634,145.358473,68.676489,36.193394,153.139736,45.172069,0.000000
54.136874,22.609387,11.132026,36.367074,147.533052,6.34007,34.38844,147.577159,61.776793,41.889916,145.729439,68.252359,34.199382,154.938732,41.079045,0.000000
46.941277,18.456232,11.700411,36.396601,142.246909,12.607513,39.675354,142.68741,91.641467,47.769466,140.154933,81.849765,41.880253,146.699358,52.388084,0.000000
45.768291,19.896192,12.281782,36.796039,143.929253,15.595253,39.225379,145.363346,119.70058,48.474432,140.730126,96.221581,43.369151,145.474639,59.881639,0.000000
56.231516,23.700176,12.56251,35.164125,146.558651,12.3718,34.271382,149.490952,103.868723,41.547132,146.81201,80.236824,42.897493,146.954475,51.691602,0.000000
57.712163,23.65327,11.304895,34.850754,147.086501,12.871224,34.051028,149.706047,104.422335,41.735306,146.781821,80.207417,43.160817,146.629171,52.316208,0.000000


30.874347,46.414721,39.079688,18.924264,9.879257,3.450411,8.36651,8.860056,1.31063,0.642643,4.18283,0.475619,11.714827,2.075555,0.838406,1.000000
39.01588,44.982,38.532505,16.979369,6.168859,4.021351,6.675919,5.520605,2.921522,1.080353,2.516301,2.418977,11.662504,3.036738,1.591243,1.000000
27.325774,54.368171,24.150861,18.992475,9.306208,3.829749,8.450613,7.754923,3.82618,3.243778,5.391609,5.050227,7.029856,2.462018,5.213557,1.000000
29.714634,51.794831,38.940853,17.505824,7.82668,3.835902,8.124379,8.533135,4.789572,2.31181,5.984359,5.702637,8.577609,2.511697,5.278756,1.000000
30.764586,40.556708,28.054931,17.343183,8.537533,3.929023,8.068233,6.793872,1.316983,1.017319,2.763228,0.563679,8.670234,4.131696,1.117884,1.000000
34.052077,39.994473,29.622673,18.035567,7.388599,2.284105,7.77155,7.146708,0.47787,0.755291,2.734941,0.190058,8.16065,3.032451,2.5211,1.000000
32.125803,47.196411,26.640908,17.697643,6.706435,2.821721,5.674913,6.801435,1.394236,2.703781,1.740455,1.041136,11.306661,4.541298,1.709565,1.000000
31.358651,45.102758,42.391904,20.031911,6.256561,2.622027,9.134725,5.829604,1.1586,0.787368,3.761985,1.438294,11.973614,2.780233,0.234747,1.000000
31.396342,45.683105,42.955375,19.064184,6.8067,2.924762,8.472024,6.020907,1.339204,0.449537,3.495351,1.257019,11.437923,2.026426,0.360304,1.000000

12.872723,26.179367,12.970511,16.294754,22.686548,16.534425,16.490233,32.278579,25.819112,15.439296,30.221944,20.128957,14.094731,16.247172,11.053492,2.000000
12.484657,25.775978,11.790319,17.145974,24.043615,18.287572,16.995939,34.010243,27.160085,15.025829,31.618224,21.387471,13.941451,16.230221,11.573377,2.000000
22.553497,25.153506,15.405264,19.158318,24.541152,12.463186,17.703073,34.9726,22.351378,15.630896,38.103077,20.397515,18.296075,20.723414,15.433471,2.000000
23.309138,25.35533,15.764837,19.575865,23.838931,13.263129,17.693878,33.933149,22.019291,15.477746,37.030352,20.158851,18.476392,21.011692,15.228602,2.000000
24.379425,22.219402,5.62418,16.016939,30.842053,21.546767,12.52878,48.56176,33.652146,11.703307,55.09819,25.851555,21.437047,36.806921,23.916286,2.000000
15.813165,24.041052,3.974058,16.440477,17.886871,12.722137,8.906944,25.05012,20.603834,8.434438,21.959368,18.471639,17.26602,11.774185,10.26167,2.000000
16.227953,23.717483,3.353343,16.710636,17.559627,13.249758,9.308314,25.456766,21.431327,8.502705,22.647967,19.844314,17.279956,12.283296,11.301617,2.000000
18.02746,17.843876,4.463664,14.793127,63.418731,25.10611,8.504125,78.287214,28.611027,9.929734,72.934502,25.059466,25.697619,38.053098,15.75473,2.000000
22.427089,20.01013,7.160723,16.119394,29.044166,22.072362,12.848289,43.611907,31.227627,15.841128,45.937794,22.280676,28.160624,25.31188,16.776764,2.000000

24.650981,33.727996,30.377167,10.967406,1.648767,4.584388,62.526566,98.417522,13.676184,73.78124,100.691891,16.501244,59.353795,120.181397,16.442127,3.000000
32.50687,33.763969,49.402225,10.182512,1.310854,1.832834,53.980782,124.905968,9.394517,107.944451,58.906243,12.877506,89.809171,70.135424,7.275616,3.000000
33.947833,32.039196,51.107023,10.342132,1.774663,1.891269,67.36617,110.709619,11.050576,112.48113,52.62397,14.866254,91.203915,63.471005,8.239115,3.000000
20.881343,30.015712,49.403629,10.664331,1.450244,3.233336,24.323495,144.700255,11.662711,38.383316,138.635569,15.299477,25.785639,148.73132,13.029652,3.000000
20.916467,29.934568,49.757065,10.246033,1.704426,3.406123,24.158981,144.614922,11.827886,39.392778,137.076412,15.73104,26.366981,148.049533,13.412174,3.000000
21.488079,30.399501,49.996129,10.114756,1.252569,2.925874,24.350248,143.985633,12.484389,40.999487,134.78027,16.410162,29.394906,144.753525,13.497679,3.000000
